,id,user,created_at,full_text,retweeted_status,quoted_status,place,source,text,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted,filter_level,lang,timestamp_ms,display_text_range,scopes,possibly_sensitive
125,1462375317922889737,1356199249755705344,2021-11-21T11:00:20+00:00,"Improved Supply Chain visibility is the key to success. Find out the best practices after COVID-19 Read more: ✅ https://bit.ly/3zSq6KO 
@SupplyChainD @SupplyChainD #SupplyChainCrisis #SupplyChains #manufacturing #Management  #supplier #success #business #ERP #data #Cloud https://twitter.com/DataInterchange/status/1462375317922889737/photo/1",,,,0c35e1b05a5c5655801a7b8bf383081e818a1dad,Improved Supply Chain visibility is the key to success. Find out the best practices after COVID-19 Read more: ✅… https://t.co/nnBIwizuik,1,,,,,,,0,0,0,1,0,0,0,low,en,,"[0, 272]",,0.0
126,1462376400774578179,2433978697,2021-11-21T11:04:38+00:00,"Can you recommend anyone for this job in San Fernando, CA? https://bit.ly/3x7iofz #SupplyChain #Manufacturing",,,aa755c5c1b8e341b,30e02f6a08a1b9c1781f9764fccfbbe204fe0183,"Can you recommend anyone for this job in San Fernando, CA? https://t.co/BdqzlNqifu #SupplyChain #Manufacturing",0,,,,"{""type"": ""Point"", ""coordinates"": [34.2819461, -118.4389719]}","{""type"": ""Point"", ""coordinates"": [-118.4389719, 34.2819461]}",,0,0,0,0,0,0,0,low,en,1637492678241,,,0.0
127,1462376540197564426,22007316,2021-11-21T11:05:11+00:00,"Head of Sales/Sales Manager Oil & Gas/Industrial
Head of Sales/Sales Manager – Oil & Gas/Industrial
The Client:
A Scottish manufacturing firm with years of proven experi... #Edinburgh #EdinburghJobs #UKJobs
https://www.allthetopbananas.com/details/37EC4487BDBCA3902F4DC2845664F80B",,,,00cf1338402773a58c802f53ebe24f652be2b44d,"Head of Sales/Sales Manager Oil &amp; Gas/Industrial
Head of Sales/Sales Manager – Oil &amp; Gas/Industrial
The Client:
A S… https://t.co/YywaRuscEw",1,,,,,,,0,0,0,0,0,0,0,low,en,1637492711482,"[0, 238]",,0.0
128,1462376552692436993,747449817371115520,2021-11-21T11:05:14+00:00,"RT @OhBrokenBritain: He’s given away NI, our fishing waters, our manufacturing, our benefits and now our borders! Is there anyone else who…",1.4620767176154317e+18,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"RT @OhBrokenBritain: He’s given away NI, our fishing waters, our manufacturing, our benefits and now our borders! Is there anyone else who…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637492714461,,,
129,1462376693142732800,235985913,2021-11-21T11:05:47+00:00,"RT @unionsaustralia: Australia didn’t have masks - we started manufacturing masks.

Australia didn’t have hand sanitiser - we started manuf…",1.4621820189265838e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @unionsaustralia: Australia didn’t have masks - we started manufacturing masks.

Australia didn’t have hand sanitiser - we started manuf…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637492747947,,,
130,1462376957463646211,1235478242141843456,2021-11-21T11:06:50+00:00,"@XHNews Congratulations!
China🇨🇳for your impressive world manufacturing Convention held in:
Anhui where🇨🇳China's digital drive is.",,,,f0976f342215a984184a13a54b26877ece8cebba,"@XHNews Congratulations!
China🇨🇳for your impressive world manufacturing Convention held in:
Anhui where🇨🇳China's digital drive is.",0,1462362596946759681,487118986,XHNews,,,,0,0,0,0,0,0,0,low,en,1637492810966,"[8, 130]",,
131,1462377138221367299,1305554013878972419,2021-11-21T11:07:34+00:00,"@PBC174 @billykayscot @Scf65Forbes I read a good tweet on here yesterday.. A woman at a party asked a pharmaceutical manufacturing company executive what he did for a living, to which he replied.. ""I make profit by killing millions of people slowly.""",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,@PBC174 @billykayscot @Scf65Forbes I read a good tweet on here yesterday.. A woman at a party asked a pharmaceutica… https://t.co/qroKVlGCJv,1,1462375722799009804,3115042403,PBC174,,,,0,0,0,0,0,0,0,low,en,1637492854062,"[35, 250]",,
132,1462377211487563778,1319957217232211968,2021-11-21T11:07:51+00:00,"@bopinion It’s not easing, manufacturing is going to be a shitshow for another year at least",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"@bopinion It’s not easing, manufacturing is going to be a shitshow for another year at least",0,1462032276687147008,227682918,bopinion,,,,0,0,0,0,0,0,0,low,en,1637492871530,"[10, 92]",,
133,1462377294291423238,116214466,2021-11-21T11:08:11+00:00,"RT @Engr_Naveed111: Renowned Mobile Phone Manufacturer  Company "" Oppo"" to set up Mobile phones manufacturing unit in Pakistan with an annu…",1.4622775677177283e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @Engr_Naveed111: Renowned Mobile Phone Manufacturer  Company "" Oppo"" to set up Mobile phones manufacturing unit in Pakistan with an annu…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637492891272,,,
134,1462377530946637827,267704330,2021-11-21T11:09:07+00:00,"Would you want to see more manufacturing back in the UK? We buy so much from around the world, not great environmentally, let's invest in the UK future, we can't all be bankers",,,,f0976f342215a984184a13a54b26877ece8cebba,"Would you want to see more manufacturing back in the UK? We buy so much from around the world, not great environmen… https://t.co/Xh39a5i9ZT",1,,,,,,,0,0,0,0,0,0,0,low,en,1637492947695,"[0, 176]",,
135,1462377823985831939,14469673,2021-11-21T11:10:17+00:00,"RT @unionsaustralia: Australia didn’t have masks - we started manufacturing masks.

Australia didn’t have hand sanitiser - we started manuf…",1.4621820189265838e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @unionsaustralia: Australia didn’t have masks - we started manufacturing masks.

Australia didn’t have hand sanitiser - we started manuf…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493017561,,,
136,1462377939832655880,1285192703056257027,2021-11-21T11:10:45+00:00,6) The drone proved very effective against armoured vehicles in the 2020 Nagorno-Karabakh conflict. Once #Ukraine is manufacturing them to scale as it plans an invasion will be unfeasible perhaps for several years. Putin is 69 https://foreignpolicy.com/2021/03/30/army-pentagon-nagorno-karabakh-drones/,,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,6) The drone proved very effective against armoured vehicles in the 2020 Nagorno-Karabakh conflict. Once #Ukraine i… https://t.co/a3vDBpBFSG,1,1462377937580220416,1285192703056257027,komarnyckyj,,,,0,0,0,0,0,0,0,low,en,1637493045181,"[0, 250]",,0.0
137,1462378106254086144,1461222071216730118,2021-11-21T11:11:24+00:00,"RT @Surendr83010697: #HPIndiaPantnagarReturnOurJobs It's very Shameful news for hp Inc (printer , Laptop, Desktop Manufacturing Company Kic…",1.4622821436990628e+18,1.462120887411376e+18,,f0976f342215a984184a13a54b26877ece8cebba,"RT @Surendr83010697: #HPIndiaPantnagarReturnOurJobs It's very Shameful news for hp Inc (printer , Laptop, Desktop Manufacturing Company Kic…",0,,,,,,,1,0,0,0,0,0,0,low,en,1637493084859,,,
138,1462378110071058433,1244935559136641025,2021-11-21T11:11:25+00:00,"@MalChandler @FridgeBoris @damienXTR @Marisya100 @PetrasPics66 @JustinHillUK @RobertS47863727 @rec777777 @oureurope2 @Peter14306722 @Bellagio_bound @Sacro @iancrichton4 @987_charles @Lakesman5 @roarbro @Sky48115666 @PoliticsYoda @KevMonynys @andyfarnell07 @Schofield7Pete @Stephen1010102 @JenniferCoogan1 @thefactroom @Michael80789776 @paulthatistall2 @Quisitive6 @AndrewKnight226 @robertsessford1 @galoftomo @adbalfour @churchosaj @tit_twatter @JonSheller1 @Azrael316 @ShearerRab @NewforestStock @secschoolboy @garrettdonnelly @PomponioAlgerio @markgoodair @MikeyR08548854 @Damonxv1 @BexBitchley @ScoobyDrew2 @newey1980 @garychef2 @dommyjonny11 @FFlacid @Keir_Starmer NHS has had MORE than £350m
43 new hospitals now
There arent any barriers to trade
Manufacturing doing great
UK will trigger article 16 to see off Irish issue 
Northern powerhouse plan IMPROVED.
You're in France - what a mess they , and the rest of the toxic EU are in. https://twitter.com/JohnBroadhead15/status/1462378110071058433/photo/1",,,,f0976f342215a984184a13a54b26877ece8cebba,@MalChandler @FridgeBoris @damienXTR @Marisya100 @PetrasPics66 @JustinHillUK @RobertS47863727 @rec777777… https://t.co/89j4FDSyQX,1,1462370738061684740,492500754,MalChandler,,,,0,0,0,0,0,0,0,low,en,1637493085769,"[669, 938]",,0.0
139,1462378261095358464,945740633800630272,2021-11-21T11:12:01+00:00,North Khanid Trade accepted a contract for 220k units of Manufacturing Tools from Zaimeth to Kheram #JustSpaceThings,,,,0c5ab5d11eb25d97ac764cd8760f61eaad4e1914,North Khanid Trade accepted a contract for 220k units of Manufacturing Tools from Zaimeth to Kheram #JustSpaceThings,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493121776,,,
140,1462378307291283458,499780945,2021-11-21T11:12:12+00:00,"""The deaths are not to be forgotten. The pain is not to be forgotten. The enormous sacrifice the farmers and their families made is not to be forgotten. Public memory is short and the publicity machinery of the Modi Manufacturing Unit is very strong and relentless""

NEVER FORGET.",,1.4623497905581015e+18,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"""The deaths are not to be forgotten. The pain is not to be forgotten. The enormous sacrifice the farmers and their… https://t.co/UZqfzw6nvu",1,,,,,,,1,0,0,0,0,0,0,low,en,1637493132790,"[0, 280]",,
141,1462378350530359302,1407272979453468672,2021-11-21T11:12:23+00:00,"RT @unionsaustralia: Australia didn’t have masks - we started manufacturing masks.

Australia didn’t have hand sanitiser - we started manuf…",1.4621820189265838e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @unionsaustralia: Australia didn’t have masks - we started manufacturing masks.

Australia didn’t have hand sanitiser - we started manuf…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493143099,,,
142,1462378509725229067,2801819397,2021-11-21T11:13:01+00:00,RT @3DPrinting_Mag: 3D printing brings you the noteworthy updates in Additive Manufacturing from thousands of articles across the web. You…,1.4134561598900552e+18,,,dde0ffc93a35b7431b587817d309b39f6ccfc94f,RT @3DPrinting_Mag: 3D printing brings you the noteworthy updates in Additive Manufacturing from thousands of articles across the web. You…,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493181054,,,
143,1462378518449467393,1206333076407799808,2021-11-21T11:13:03+00:00,RT @DickWinchester: @ScotTories If your party had backed the development of wind turbine manufacturing in Scotland in the 80s we'd already…,1.4623690148402831e+18,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,RT @DickWinchester: @ScotTories If your party had backed the development of wind turbine manufacturing in Scotland in the 80s we'd already…,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493183134,,,
144,1462378644777488393,1435914142460743684,2021-11-21T11:13:33+00:00,"#News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp Inc (printer 🖨, Laptop💻, Desktop Manufacturing Company Kicked out 185 Employees Due to this pandemic. hp Inc is not a trust worthy company. https://twitter.com/Partap94326433/status/1462378644777488393/video/1",,1.4623754548248003e+18,09c3311ea17328e3,f0976f342215a984184a13a54b26877ece8cebba,"#News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp Inc (printer… https://t.co/nn0Ix0C0LX",1,,,,,,,1,0,0,0,0,0,0,low,en,1637493213253,"[0, 242]",,0.0
145,1462378831973699586,518879975,2021-11-21T11:14:17+00:00,Shake It Off: GE’s Record-Breaking Jet Engine Is A Dust-Busting Powerhouse https://blog.geaviation.com/manufacturing/shake-it-off-ges-record-breaking-jet-engine-is-a-dust-busting-powerhouse/,,,,f0976f342215a984184a13a54b26877ece8cebba,Shake It Off: GE’s Record-Breaking Jet Engine Is A Dust-Busting Powerhouse https://t.co/F4vDbmoyBt,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493257884,,,0.0
146,1462378844812419075,437085205,2021-11-21T11:14:20+00:00,"RT @mvollmer1: Transformational design - Very clever 🧐 Anthony J James 

#EmergingTech #manufacturing #design #tech #innovation #FutureofWo…",1.462284347613098e+18,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"RT @mvollmer1: Transformational design - Very clever 🧐 Anthony J James 

#EmergingTech #manufacturing #design #tech #innovation #FutureofWo…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493260945,,,
147,1462378885727735809,1435914142460743684,2021-11-21T11:14:30+00:00,"@dctripathi0278 #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp Inc (printer 🖨, Laptop💻, Desktop Manufacturing Company Kicked out 185 Employees Due to this pandemic. hp Inc is not a trust worthy company. https://twitter.com/Partap94326433/status/1462378885727735809/video/1",,,09c3311ea17328e3,f0976f342215a984184a13a54b26877ece8cebba,"@dctripathi0278 #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for… https://t.co/fSy6ZJZjVx",1,1462375454824800259,3020681948,dctripathi0278,,,,0,0,0,0,0,0,0,low,en,1637493270700,"[16, 258]",,0.0
148,1462378894611394562,268894738,2021-11-21T11:14:32+00:00,"@theshadowboxera I don’t know Tories seem to manage to all be ….. oh, bankers! Thought you said something else. Yes we need to increase manufacturing in this country to cut miles.",,,,574fe4fa937eeb131136f7e3678f32d4ff3078d5,"@theshadowboxera I don’t know Tories seem to manage to all be ….. oh, bankers! Thought you said something else. Yes… https://t.co/olBnfRTfIO",1,1462377530946637827,267704330,theshadowboxera,,,,0,0,0,0,0,0,0,low,en,1637493272818,"[17, 179]",,
149,1462378977155112970,2955819476,2021-11-21T11:14:52+00:00,Income Tax Dept detects INR 1 billion in unaccounted income after recent raids on #Gujarat company engaged in manufacturing of chemicals & in real estate. “Incriminating evidences” in the form of documents & digital data showing earning of huge unaccounted income were seized.#MIG https://twitter.com/mediaindiagroup/status/1462378977155112970/photo/1,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,Income Tax Dept detects INR 1 billion in unaccounted income after recent raids on #Gujarat company engaged in manuf… https://t.co/rZZTV91oda,1,,,,,,,0,0,0,1,1,0,0,low,en,,"[0, 288]",,0.0
150,1462378987062108161,44305280,2021-11-21T11:14:54+00:00,RT @sljgn: 2022 will be very expensive. Semua benda naik 3.5% . Ni baru manufacturing company yang I know. What about other stuff🥲.,1.4623679897941074e+18,,,f0976f342215a984184a13a54b26877ece8cebba,RT @sljgn: 2022 will be very expensive. Semua benda naik 3.5% . Ni baru manufacturing company yang I know. What about other stuff🥲.,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493294860,,,
151,1462379018410409987,236770150,2021-11-21T11:15:02+00:00,China helps Indonesia build COVID-19 vaccine manufacturing hub https://www.poandpo.com/politics/china_helps_indonesia_build_covid_19_vaccine_manufacturing_hub #Politics http://www.poandpo.com #news 464,,,,9d79587db57bd72b62b4c9d16e4d2865912a45d1,China helps Indonesia build COVID-19 vaccine manufacturing hub https://t.co/1DTlXr2Rpm #Politics https://t.co/eQQT8822Zi #news 464,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493302334,,,0.0
152,1462379053369937921,22005400,2021-11-21T11:15:10+00:00,"Manufacturing Operational Support Officer
Job description:

Do you want to feel inspired every day?  We are future-focused and our business is growing rapidly. We succeed to... #Banbury #BanburyJobs #UKJobs
https://www.allthetopbananas.com/details/41A4AAFC8C122451EE0C8723B584FD38",,,,00cf1338402773a58c802f53ebe24f652be2b44d,"Manufacturing Operational Support Officer
Job description:

Do you want to feel inspired every day?  We are future-… https://t.co/U0cit4Aolh",1,,,,,,,0,0,0,0,0,0,0,low,en,1637493310669,"[0, 230]",,0.0
153,1462379093610147841,333074358,2021-11-21T11:15:20+00:00,"RT @OhBrokenBritain: He’s given away NI, our fishing waters, our manufacturing, our benefits and now our borders! Is there anyone else who…",1.4620767176154317e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @OhBrokenBritain: He’s given away NI, our fishing waters, our manufacturing, our benefits and now our borders! Is there anyone else who…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493320263,,,
154,1462379122949337094,1195612173558525953,2021-11-21T11:15:27+00:00,"RT @EPICassoc: EPIC talks to Antti Penttinen, CEO at Picophotonics, a spin-off from @TampereUni, focused on the development & manufacturing…",1.4623739855938396e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @EPICassoc: EPIC talks to Antti Penttinen, CEO at Picophotonics, a spin-off from @TampereUni, focused on the development &amp; manufacturing…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493327258,,,
155,1462379141295218695,1002841034,2021-11-21T11:15:31+00:00,Manufacturing cconsent. https://www.dailymail.co.uk/news/article-10225709/Was-petrol-panic-scare-story-fuelled-Brexit-hating-ex-Radio-One-newsreader.html,,,,f0976f342215a984184a13a54b26877ece8cebba,Manufacturing cconsent. https://t.co/hVZ1ln4MRY,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493331632,,,0.0
156,1462379179987533824,40104410,2021-11-21T11:15:40+00:00,"Want to land a job like ""Electrical Engineer"" at Thermo Fisher Scientific? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Manufacturing #Ecublens, VD",,,15f3236338d3c2ed,30e02f6a08a1b9c1781f9764fccfbbe204fe0183,"Want to land a job like ""Electrical Engineer"" at Thermo Fisher Scientific? Applicant tracking systems look for spec… https://t.co/JrJklrPKQf",1,,,,"{""type"": ""Point"", ""coordinates"": [46.5296363, 6.5615252]}","{""type"": ""Point"", ""coordinates"": [6.5615252, 46.5296363]}",,0,0,0,0,0,0,0,low,en,1637493340857,"[0, 233]",,
157,1462379247285284864,1240531094392336387,2021-11-21T11:15:56+00:00,"Professor or Associate Professor Position in Manufacturing Automation – NTNU, Norway 
https://nviewscareer.com/job/professor-or-associate-professor-position-in-manufacturing-automation-ntnu-norway/
#professor #associateprofessor #academicjobs #norway #ntnu #manufacturingautomation #manufacturingengineering #norwayjobs",,,,918610d2fe989259e12afedc488ba069712c9ca0,"Professor or Associate Professor Position in Manufacturing Automation – NTNU, Norway 
https://t.co/0vJ63GkdB5… https://t.co/QvRNeA1bTm",1,,,,,,,0,0,0,0,0,0,0,low,en,1637493356902,"[0, 231]",,0.0
158,1462379250032513024,1240531094392336387,2021-11-21T11:15:57+00:00,"Professor or Associate Professor in Sustainable Manufacturing – NTNU, Norway 
https://nviewscareer.com/job/professor-or-associate-professor-in-sustainable-manufacturing-ntnu-norway/
#professor #associateprofessor #academicjobs #norway #ntnu #manufacturingengineering #norwayjobs",,,,918610d2fe989259e12afedc488ba069712c9ca0,"Professor or Associate Professor in Sustainable Manufacturing – NTNU, Norway 
https://t.co/5YNH0CwgvI
#professor… https://t.co/zSIXwgtWSe",1,,,,,,,0,0,0,0,0,0,0,low,en,1637493357557,"[0, 198]",,0.0
159,1462379271641571329,362711303,2021-11-21T11:16:02+00:00,"RT @OhBrokenBritain: He’s given away NI, our fishing waters, our manufacturing, our benefits and now our borders! Is there anyone else who…",1.4620767176154317e+18,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"RT @OhBrokenBritain: He’s given away NI, our fishing waters, our manufacturing, our benefits and now our borders! Is there anyone else who…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493362709,,,
160,1462379521336877059,862017556579844096,2021-11-21T11:17:02+00:00,"RT @InnocentAcan: Many people may not know this, but despite Japan being a manufacturing hub, their national forest coverage is 67% of the…",1.4609836780671713e+18,1.460898378255057e+18,,f0976f342215a984184a13a54b26877ece8cebba,"RT @InnocentAcan: Many people may not know this, but despite Japan being a manufacturing hub, their national forest coverage is 67% of the…",0,,,,,,,1,0,0,0,0,0,0,low,en,1637493422241,,,
161,1462379684843433988,1339105797528281090,2021-11-21T11:17:41+00:00,RT @Kldc_official: 2/2 The centre is well-equipped with modern machines and equipment for leather products manufacturing. The centre serves…,1.4613202999919493e+18,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,RT @Kldc_official: 2/2 The centre is well-equipped with modern machines and equipment for leather products manufacturing. The centre serves…,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493461224,,,
162,1462379822655672325,1339201658207825920,2021-11-21T11:18:14+00:00,"@nowthisnews @ConservationOrg Easiest thing to do is reduce the tax burden on producing in the US so that we can decouple manufacturing from apathetic countries like China.

But you're not ready for that conversation, are you?",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@nowthisnews @ConservationOrg Easiest thing to do is reduce the tax burden on producing in the US so that we can de… https://t.co/TcB44eY7Qo,1,1462277842872541184,701725963,nowthisnews,,,,0,0,0,0,0,0,0,low,en,1637493494081,"[30, 226]",,
163,1462380002314313736,1442875883086172163,2021-11-21T11:18:56+00:00,"@HPEmployees #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp Inc (printer 🖨, Laptop💻, Desktop Manufacturing Company Kicked out 185 Employees Due to this pandemic. hp Inc is not a trust worthy company. https://twitter.com/MailkaniG/status/1462380002314313736/photo/1",,,,f0976f342215a984184a13a54b26877ece8cebba,"@HPEmployees #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp… https://t.co/oHiO4kRO1C",1,1462324995418308609,1438688209148416002,HPEmployees,,,,0,0,0,1,1,0,0,low,en,,"[13, 255]",,0.0
164,1462380008350093316,20356807,2021-11-21T11:18:58+00:00,"RT @EPICassoc: EPIC talks to Antti Penttinen, CEO at Picophotonics, a spin-off from @TampereUni, focused on the development & manufacturing…",1.4623739855938396e+18,,,f0976f342215a984184a13a54b26877ece8cebba,"RT @EPICassoc: EPIC talks to Antti Penttinen, CEO at Picophotonics, a spin-off from @TampereUni, focused on the development &amp; manufacturing…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493538354,,,
165,1462380174922633221,4887507747,2021-11-21T11:19:38+00:00,"RT @Engr_Naveed111: Renowned Mobile Phone Manufacturer  Company "" Oppo"" to set up Mobile phones manufacturing unit in Pakistan with an annu…",1.4622775677177283e+18,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"RT @Engr_Naveed111: Renowned Mobile Phone Manufacturer  Company "" Oppo"" to set up Mobile phones manufacturing unit in Pakistan with an annu…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493578068,,,
166,1462380182031847431,1442875883086172163,2021-11-21T11:19:39+00:00,"@HPEmployees #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp Inc (printer 🖨, Laptop💻, Desktop Manufacturing Company Kicked out 185 Employees Due to this pandemic. hp Inc is not a trust worthy company. https://twitter.com/MailkaniG/status/1462380182031847431/video/1",,,,f0976f342215a984184a13a54b26877ece8cebba,"@HPEmployees #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp… https://t.co/kKwr4BzmDF",1,1462324995418308609,1438688209148416002,HPEmployees,,,,0,0,0,1,1,0,0,low,en,,"[13, 255]",,0.0
167,1462380190038822913,892630712070918144,2021-11-21T11:19:41+00:00,@WalmartWorld Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Delivery boy not coming to deliver. Flipkart don’t want to replace the defective mobile having manufacturing defect refunded. Don’t buy mobile from Flipkart,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@WalmartWorld Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Del… https://t.co/IleDJtKPRK,1,,93634334,WalmartWorld,,,,0,0,0,0,0,0,0,low,en,1637493581672,"[0, 268]",,
168,1462380204656001029,1442875883086172163,2021-11-21T11:19:45+00:00,"@HPEmployees #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp Inc (printer 🖨, Laptop💻, Desktop Manufacturing Company Kicked out 185 Employees Due to this pandemic. hp Inc is not a trust worthy company. https://twitter.com/MailkaniG/status/1462380204656001029/photo/1",,,,f0976f342215a984184a13a54b26877ece8cebba,"@HPEmployees #News18India @HpMajdoor
#बेरोजगार_बेचारा
#HPIndiaPantnagarReturnOurJobs
It's very Shameful news for hp… https://t.co/H3PoAKjXhe",1,1462324995418308609,1438688209148416002,HPEmployees,,,,0,0,0,1,1,0,0,low,en,,"[13, 255]",,0.0
169,1462380255855857667,892630712070918144,2021-11-21T11:19:57+00:00,@_Kalyan_K Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Delivery boy not coming to deliver. Flipkart don’t want to replace the defective mobile having manufacturing defect refunded. Don’t buy mobile from Flipkart,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@_Kalyan_K Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Delive… https://t.co/p1QW28pFQm,1,,793313140733726720,_Kalyan_K,,,,0,0,0,0,0,0,0,low,en,1637493597364,"[0, 265]",,
170,1462380271517507586,1342744531,2021-11-21T11:20:01+00:00,"RT @bopinion: U.S. manufacturing output rose in October to the highest level since March 2019.

The factory production rebound was driven i…",1.462034912601682e+18,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"RT @bopinion: U.S. manufacturing output rose in October to the highest level since March 2019.

The factory production rebound was driven i…",0,,,,,,,0,0,0,0,0,0,0,low,en,1637493601098,,,
171,1462380304295989257,62052209,2021-11-21T11:20:08+00:00,"@Mike_Fabricant @The_Garrick No tax rises - Lie
£350 million for the NHS - Lie
40 new hospitals - Lie
Pensions triple locked - Lie
Food will be cheaper - Lie 
No barriers to trade - Lie 
Manufacturing safe - Lie 
No regression on rights - Lie
No Irish border - Lie 
Northern Powerhouse Rail - Lie",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"@Mike_Fabricant @The_Garrick No tax rises - Lie
£350 million for the NHS - Lie
40 new hospitals - Lie
Pensions trip… https://t.co/z0lr8KyRRT",1,1462379652417216514,19058678,Mike_Fabricant,,,,0,0,0,0,0,0,0,low,en,1637493608913,"[29, 296]",,
172,1462380308133597187,892630712070918144,2021-11-21T11:20:09+00:00,@binnybansal Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Delivery boy not coming to deliver. Flipkart don’t want to replace the defective mobile having manufacturing defect refunded. Don’t buy mobile from Flipkart,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@binnybansal Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Deli… https://t.co/6VEuXf8sD0,1,,9251312,binnybansal,,,,0,0,0,0,0,0,0,low,en,1637493609828,"[0, 267]",,
173,1462380405756100612,892630712070918144,2021-11-21T11:20:33+00:00,@WorkAtFlipkart Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but Delivery boy not coming to deliver. Flipkart don’t want to replace the defective mobile having manufacturing defect refunded. Don’t buy mobile from Flipkart,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@WorkAtFlipkart Major issue with order id OD123229094935363000. Daily getting the message of out for delivery but D… https://t.co/fPXJjiMZ4q,1,,3000573247,WorkAtFlipkart,,,,0,0,0,0,0,0,0,low,en,1637493633103,"[0, 270]",,
174,1462380458021310466,129458527,2021-11-21T11:20:45+00:00,RT @CAChirag: When I see number of daily new Covid cases & deaths internationally I feel obliged to PM @narendramodi for manufacturing vacc…,1.462276449642029e+18,,,f0976f342215a984184a13a54b26877ece8cebba,RT @CAChirag: When I see number of daily new Covid cases &amp; deaths internationally I feel obliged to PM @narendramodi for manufacturing vacc…,0,,,,,,,0,0,0,0,0,0,0,low,en,1637493645564,,,
